Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Year
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000001,Bolton,County & UA,Persons,65+ yrs,,,2006/07,936.2585085655,843.278533732859,1036.69024688655,,,370.0,39519.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,635.360711603997,554.171611243617,725.09746067011,,,220.0,34626.0,,,Better,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,1088.17311279692,977.143937475438,1208.3624512078,,,350.0,32164.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,892.708852350108,810.313452039485,981.210084736827,,,430.0,48168.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,1167.17543544622,1054.19472961086,1288.96492967284,,,390.0,33414.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,1021.2070667529,908.905862521586,1143.55150475736,,,300.0,29377.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,1049.58493686588,939.384538910804,1169.16103229665,,,330.0,31441.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,1004.76772134442,919.44454913677,1095.87771225699,,,510.0,50758.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,1008.89993874536,894.176155205995,1134.26167454851,,,280.0,27753.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,936.2585085655,843.278533732859,1036.69024688655,,,370.0,39519.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,936.2585085655,843.278533732859,1036.69024688655,,,370.0,39519.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,1008.89993874536,894.176155205995,1134.26167454851,,,280.0,27753.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,963.578883547703,876.118089712833,1057.4063814388,,,445.0,46182.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,635.360711603997,554.171611243617,725.09746067011,,,220.0,34626.0,,,Better,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,1088.17311279692,977.143937475438,1208.3624512078,,,350.0,32164.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,892.708852350108,810.313452039485,981.210084736827,,,430.0,48168.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,1167.17543544622,1054.19472961086,1288.96492967284,,,390.0,33414.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,1021.2070667529,908.905862521586,1143.55150475736,,,300.0,29377.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,65+ yrs,,,2006/07,963.578883547703,876.118089712833,1057.4063814388,,,445.0,46182.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,1049.58493686588,939.384538910804,1169.16103229665,,,330.0,31441.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,65+ yrs,,,2006/07,1004.76772134442,919.44454913677,1095.87771225699,,,510.0,50758.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000002,Bury,County & UA,Persons,65+ yrs,,,2006/07,1008.89993874536,894.176155205995,1134.26167454851,,,280.0,27753.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000003,Manchester,County & UA,Persons,65+ yrs,,,2006/07,1004.76772134442,919.44454913677,1095.87771225699,,,510.0,50758.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000004,Oldham,County & UA,Persons,65+ yrs,,,2006/07,1049.58493686588,939.384538910804,1169.16103229665,,,330.0,31441.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000005,Rochdale,County & UA,Persons,65+ yrs,,,2006/07,1021.2070667529,908.905862521586,1143.55150475736,,,300.0,29377.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000006,Salford,County & UA,Persons,65+ yrs,,,2006/07,1167.17543544622,1054.19472961086,1288.96492967284,,,390.0,33414.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000007,Stockport,County & UA,Persons,65+ yrs,,,2006/07,892.708852350108,810.313452039485,981.210084736827,,,430.0,48168.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000010,Wigan,County & UA,Persons,65+ yrs,,,2006/07,963.578883547703,876.118089712833,1057.4063814388,,,445.0,46182.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000009,Trafford,County & UA,Persons,65+ yrs,,,2006/07,635.360711603997,554.171611243617,725.09746067011,,,220.0,34626.0,,,Better,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000008,Tameside,County & UA,Persons,65+ yrs,,,2006/07,1088.17311279692,977.143937475438,1208.3624512078,,,350.0,32164.0,,,Worse,Not compared,20060000,,,2006-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000003,Manchester,County & UA,Persons,65+ yrs,,,2007/08,893.735815709666,812.614440744674,980.762417055426,,,445.0,49791.0,,,Worse,Not compared,20070000,,,2007-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,65+ yrs,,,2007/08,893.807193019791,810.358025952641,983.516424339645,,,420.0,46990.0,,,Worse,Not compared,20070000,,,2007-01-01
1194,"Permanent admissions to residential and nursing care homes per 100,000 aged 65+",E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,65+ yrs,,,2007/08,692.640692640693,607.775838653336,786.039323027121,,,240.0,34650.0,,,Similar,Not compared,20070000,,,2007-01-01
